Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Rounds,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.,Non-Sig. Strike Landed R4  Disp.,Non-Sig. Strike Missed R4  Disp.,Sig. Strike Landed R4  Disp.,Sig. Strike Missed R4  Disp.,Head R4  Disp.,Body R4  Disp.,Leg R4  Disp.,Distance R4  Disp.,Clinch R4  Disp.,Ground R4  Disp.,Knockdowns R4  Disp.,TD Completed R4  Disp.,TD Missed R4  Disp.,Sub. Att R4  Disp.,Rev. R4  Disp.,Ctrl Time (Minutes) R4  Disp.,Non-Sig. Strike Landed R5  Disp.,Non-Sig. Strike Missed R5  Disp.,Sig. Strike Landed R5  Disp.,Sig. Strike Missed R5  Disp.,Head R5  Disp.,Body R5  Disp.,Leg R5  Disp.,Distance R5  Disp.,Clinch R5  Disp.,Ground R5  Disp.,Knockdowns R5  Disp.,TD Completed R5  Disp.,TD Missed R5  Disp.,Sub. Att R5  Disp.,Rev. R5  Disp.,Ctrl Time (Minutes) R5  Disp.
Marvin Vettori,Jared Cannonier,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 45 - 49. Ben Cartlidge 45 - 49. Sal D'amato 46 - 48.,Middleweight Bout,0,0,9,-4,17,-5,-3,9,0,0,0,0,0,0,0,0,-12,-1,-58,-17,-41,-13,-4,-36,-10,-12,0,0,0,0,0,-0.766666667,-3,0,-18,-13,-13,-5,0,-11,-6,-1,0,0,-1,0,0,-0.333333333,-1,0,14,8,10,1,3,15,-1,0,0,0,0,0,0,-0.083333333,0,0,-26,-2,-23,-2,-1,-14,-5,-7,0,-2,0,0,0,-0.983333333
Amanda Nunes,Irene Aldana,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Sal D'amato 44 - 50. Mike Bell 44 - 50. Chris Lee 43 - 50.,UFC Women's Bantamweight Title Bout,0,0,13,12,4,9,0,13,0,0,0,0,1,0,0,0.016666667,0,0,20,3,12,7,1,19,1,0,0,1,1,0,0,0.083333333,2,0,15,10,13,3,-1,11,1,3,0,3,1,0,0,2.033333333,-50,-2,29,22,20,3,6,44,3,-18,0,0,2,0,0,-4.383333333,35,2,18,4,16,2,0,1,0,17,0,1,1,0,0,4.6
Kai Kara-France,Amir Albazi,0,1,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 47 - 48. Mike Bell 48 - 47. Sal D'amato 47 - 48.,Flyweight Bout,1,-2,7,10,5,-1,3,7,0,0,0,0,-1,0,0,-1.016666667,0,0,5,13,2,0,3,5,0,0,0,0,-1,0,0,-0.283333333,9,-1,6,4,5,0,1,1,0,5,0,0,-1,-1,0,-2.816666667,-1,-2,-7,-32,-8,-3,4,-8,1,0,0,1,0,0,0,0.183333333,3,2,16,41,4,10,2,17,-1,0,0,0,-3,0,0,-0.883333333
Mackenzie Dern,Angela Hill,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Ron McCarthy 43 - 49. Sal D'amato 44 - 49. Mike Bell 44 - 49.,Women's Strawweight Bout,11,-4,11,15,14,-3,0,4,2,5,1,0,1,0,0,2.1,-5,0,-5,14,3,-10,2,8,-13,0,0,0,3,0,0,-3.55,38,3,29,2,28,1,0,5,0,24,0,1,1,0,0,2.316666667,-38,-5,-3,23,-11,6,2,7,9,-19,0,0,1,0,0,-2.583333333,47,4,24,0,26,-2,0,5,0,19,0,1,0,0,0,4.633333333
Aljamain Sterling,Henry Cejudo,1,0,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 47 - 48. Mike Bell 48 - 47. Eric Colon 47 - 48.,UFC Bantamweight Title Bout,1,0,13,3,2,9,2,5,3,5,0,1,1,0,0,-0.166666667,0,0,-2,4,0,4,-6,-1,-1,0,0,0,0,0,0,-0.033333333,-4,-1,11,-11,5,6,0,7,3,1,0,0,5,0,0,-0.216666667,9,0,12,0,-2,8,6,8,3,1,0,1,1,0,0,0.383333333,-1,0,-3,2,5,-7,-1,-1,-2,0,0,-1,0,0,0,-0.55
Belal Muhammad,Gilbert Burns,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Mike Bell 45 - 50. Derek Cleary 46 - 49. Eric Colon 46 - 49.,Welterweight Bout,0,0,4,4,2,6,-4,4,0,0,0,0,-1,0,0,0,0,0,3,20,5,7,-9,3,0,0,0,0,0,0,0,0,0,0,11,26,13,2,-4,11,0,0,0,0,0,0,0,0,0,0,-14,-12,-16,2,0,-14,0,0,0,0,0,0,0,0,0,0,21,16,25,5,-9,21,0,0,0,0,-1,0,0,0
Max Holloway,Arnold Allen,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Chris Lee 46 - 49. Sal D'amato 46 - 49. Travis Buesking 47 - 48.,Featherweight Bout,0,0,16,13,9,7,0,16,0,0,0,0,0,0,0,0,0,0,6,1,1,2,3,6,0,0,0,0,0,0,0,0,0,0,19,-13,9,4,6,19,0,0,0,0,0,0,0,0,-2,0,-4,8,-9,2,3,-3,-1,0,0,0,0,0,0,-0.05,-2,0,13,-31,4,6,3,12,1,0,0,0,0,0,0,-0.65
Marlon Vera,Cory Sandhagen,0,1,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Joel Ojeda 48 - 47. Sal D'amato 45 - 50. Chris Lee 46 - 49.,Bantamweight Bout,-8,-13,-27,-29,-16,-2,-9,-13,0,-14,0,-1,-1,0,0,-2.5,-34,-18,-12,-2,-10,-2,0,-7,0,-5,0,-1,1,1,0,-2.833333333,0,0,-12,1,-9,-2,-1,-12,0,0,0,0,-2,0,0,-0.05,-5,-2,-1,3,0,-1,0,2,-3,0,0,0,0,0,0,-0.15,-2,-4,-8,-4,-8,1,-1,-11,3,0,0,-1,-3,0,0,-1.466666667
Leon Edwards,Kamaru Usman,1,0,Decision - Majority,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge 46 - 48. Chris Lee 46 - 48. David Lethaby 47 - 47.,UFC Welterweight Title Bout,-1,0,8,-24,0,0,8,8,0,0,0,0,-2,0,0,-0.316666667,-8,0,-1,-23,-10,2,7,10,-10,-1,0,-1,1,0,0,-0.75,-4,0,7,-7,-7,4,10,10,-3,0,0,-1,-1,0,0,-1.1,0,0,-3,8,0,-8,5,5,-8,0,0,0,0,0,0,0,-10,-1,8,-16,-8,9,7,7,1,0,0,-1,-5,0,0,-2.033333333
Petr Yan,Merab Dvalishvili,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 45 - 50. Sal D'amato 45 - 50. Junichiro Kamijo 45 - 50.,Bantamweight Bout,-6,-6,-9,-28,-8,-4,3,-4,-5,0,0,-1,-6,0,0,-1.166666667,-3,0,-17,-28,-13,0,-4,-16,-1,0,0,-2,-4,0,0,-0.45,-6,0,-7,-12,-5,-4,2,-7,0,0,0,-1,-12,0,0,-1.116666667,-1,0,6,0,4,3,-1,3,3,0,0,0,0,0,0,0.716666667,-15,-2,-22,-28,-15,-5,-2,-18,-4,0,0,-5,-6,0,0,-2.083333333
Islam Makhachev,Alexander Volkanovski,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Ben Cartlidge 47 - 48. David Lethaby 47 - 48. Derek Cleary 46 - 49.,UFC Lightweight Title Bout,5,1,-1,-6,1,-2,0,-1,0,0,0,1,0,0,0,2.066666667,0,-2,0,-2,4,0,-4,-5,5,0,0,1,1,0,0,0.066666667,-1,-1,2,-17,3,1,-2,3,0,-1,0,1,0,0,0,0.1,15,0,-4,-3,-3,-1,0,0,-4,0,0,1,-2,0,0,2.816666667,-32,-4,-12,-8,-8,-2,-2,-8,1,-5,-1,0,0,0,0,-0.95
Glover Teixeira,Jamahal Hill,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves 44 - 50. Derek Cleary 44 - 50. Sal D'amato 44 - 50.,UFC Light Heavyweight Title Bout,1,0,-34,-24,-20,-10,-4,-30,-4,0,0,0,7,0,0,0.05,6,1,-30,-17,-23,-5,-2,-34,2,2,0,1,3,0,0,1.2,-6,0,-27,-25,-28,1,0,-7,-1,-19,0,0,3,0,0,-1.35,-23,-2,11,12,7,4,0,13,1,-3,0,-1,-2,0,0,-1.566666667,16,1,-5,-1,-4,-1,0,-1,0,-4,0,1,2,0,-1,0.033333333
Sean Strickland,Nassourdine Imavov,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Derek Cleary 46 - 49. Sal D'amato 46 - 49. Mike Bell 47 - 48.,Light Heavyweight Bout,0,0,5,19,8,-3,0,5,0,0,0,0,0,0,0,0.233333333,0,1,0,14,-1,4,-3,2,-2,0,0,1,0,0,0,1.816666667,1,0,23,10,19,3,1,24,-1,0,0,0,-1,0,0,0,0,-2,25,-6,20,3,2,29,-4,0,0,0,0,0,0,-0.483333333,0,2,-3,19,4,-7,0,5,-8,0,0,0,0,0,0,1.25
Jared Cannonier,Sean Strickland,1,0,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Sal D'amato 49 - 46. Junichiro Kamijo 46 - 49.,Middleweight Bout,-4,-5,3,-8,-6,3,6,3,0,0,0,-1,0,0,0,-0.716666667,0,0,-3,-12,-17,6,8,-3,0,0,0,0,0,0,0,0,0,0,-2,-10,-16,10,4,-2,0,0,0,0,0,0,0,0,0,0,-13,-5,-8,-5,0,-13,0,0,0,0,0,0,0,0,0,0,-3,-29,-15,10,2,-3,0,0,0,0,0,0,0,0
Jan Blachowicz,Magomed Ankalaev,1,0,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 47 - 48. Derek Cleary 48 - 46. Sal D'amato 47 - 47.,UFC Light Heavyweight Title Bout,0,0,-5,-3,-7,-3,5,-5,0,0,0,0,0,0,0,0,-10,0,10,-4,3,1,6,5,5,0,0,0,-2,0,0,-0.533333333,-21,0,-1,-13,-5,-2,6,1,-2,0,0,-1,-4,0,0,-1.433333333,-3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-23,-9,-18,-17,-18,0,0,-1,0,-17,0,0,-1,0,0,-4.833333333
Alexa Grasso,Viviane Araujo,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Mike Bell 45 - 50. Sal D'amato 46 - 49. Junichiro Kamijo 46 - 49.,Women's Flyweight Bout,-2,0,5,9,1,4,0,3,2,0,0,0,-2,0,0,-0.483333333,13,0,18,5,11,3,4,19,0,-1,0,-2,-1,0,0,-1.633333333,0,0,4,6,-5,5,4,4,0,0,0,0,0,0,0,0,4,-2,-1,-13,-1,-1,1,-2,1,0,0,0,0,0,0,0,0,1,1,8,-5,4,2,-2,3,0,0,0,-4,0,0,-0.55
Mackenzie Dern,Yan Xiaonan,0,1,Decision - Majority,5,5,5:00,5 Rnd (5-5-5-5-5),Chris Tognoni,Junichiro Kamijo 47 - 48. Sal D'amato 47 - 48. Mike Bell 47 - 47.,Women's Strawweight Bout,-7,0,-12,2,1,-1,-12,-11,-1,0,0,0,4,0,1,0.75,38,16,1,5,4,0,-3,-1,1,1,0,0,0,2,1,0.9,4,0,-14,-7,-2,2,-14,-13,-1,0,0,1,3,0,0,-0.2,-77,-9,10,17,6,3,1,10,1,-1,0,-1,2,0,0,-3.8,85,2,-3,2,-3,0,0,-2,-1,0,0,1,0,0,0,4.366666667
Julianna Pena,Amanda Nunes,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Mike Beltran,Jacob Montalvo 45 - 50. Doug Crosby 43 - 50. Sal D'amato 44 - 50.,UFC Women's Bantamweight Title Bout,0,0,-4,8,3,-2,-5,-4,0,0,0,0,-1,0,0,0,1,0,6,12,8,0,-2,5,1,0,-3,0,0,0,0,-0.533333333,16,6,-8,6,-7,-1,0,-1,0,-7,0,-1,0,0,0,-3.033333333,19,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-7,-1,-6,0,-1,3,0,-10,0,-2,-1,-1,0,-4.35
Israel Adesanya,Jared Cannonier,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Junichiro Kamijo 46 - 49. Sal D'amato 45 - 50.,UFC Middleweight Title Bout,0,0,4,16,6,0,-2,4,0,0,0,0,0,0,0,0,0,0,9,8,6,0,3,9,0,0,0,0,0,0,0,0,-3,-5,0,-1,2,-2,0,8,-8,0,0,0,-2,0,0,-1.483333333,3,0,-1,-8,-2,3,-2,1,-2,0,0,0,0,0,0,0,-2,0,5,23,3,-3,5,5,0,0,0,0,-1,0,0,-1.45
Alexander Volkanovski,Max Holloway,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 45 - 50. Sal D'amato 45 - 50. Ron McCarthy 45 - 50.,UFC Featherweight Title Bout,-2,0,4,10,7,-1,-2,4,0,0,0,0,0,0,0,0,-9,0,10,3,14,-4,0,8,2,0,0,0,0,0,0,0.366666667,-4,0,14,-3,15,-3,2,12,2,0,0,0,0,0,0,0.45,4,0,-6,-4,0,0,-6,-10,4,0,0,0,0,0,0,-0.183333333,-7,0,31,-5,28,-2,5,31,0,0,0,0,-2,0,0,0.483333333
Arman Tsarukyan,Mateusz Gamrot,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Sal D'amato 47 - 48. Chris Lee 47 - 48. Ron McCarthy 47 - 48.,Lightweight Bout,3,0,5,13,-3,5,3,5,1,-1,0,1,-2,0,0,0.366666667,-1,2,1,25,-6,6,1,2,0,-1,0,0,1,0,0,-0.166666667,-9,0,2,10,-8,7,3,2,0,0,0,-2,-2,0,0,-1.333333333,-4,0,-7,0,-4,-1,-2,-6,0,-1,1,0,-1,0,0,-0.083333333,-2,0,3,26,-5,6,2,4,-2,1,0,-2,-2,0,0,-0.9
Calvin Kattar,Josh Emmett,0,1,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 47 - 48. Doug Crosby 48 - 47. Sal D'amato 47 - 48.,Featherweight Bout,1,0,3,1,4,0,-1,4,-1,0,0,0,-1,0,0,-0.033333333,0,0,-4,9,1,-4,-1,-4,0,0,0,0,0,0,0,0,0,0,-8,-3,0,-7,-1,-8,0,0,0,0,0,0,0,0,0,0,7,13,6,1,0,7,0,0,0,0,0,0,0,0,0,0,12,7,14,-1,-1,12,0,0,0,0,-1,0,0,0
Valentina Shevchenko,Taila Santos,1,0,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Howard Hughes 47 - 48. David Lethaby 48 - 47. Clemens Werner 46 - 49.,UFC Women's Flyweight Title Bout,18,3,5,1,3,1,1,2,3,0,0,0,1,-2,0,-0.383333333,30,2,3,9,2,0,1,2,-1,2,0,0,0,1,-1,-3.516666667,26,3,10,-3,6,2,2,10,0,0,0,-1,1,-1,0,-2.316666667,-30,-2,15,21,10,6,-1,14,2,-1,0,-2,0,0,0,-2.6,7,1,3,6,8,-2,-3,2,0,1,0,2,0,0,-1,1.933333333
Holly Holm,Ketlen Vieira,0,1,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 47 - 48. Sal D'amato 48 - 47. Derek Cleary 47 - 48.,Women's Bantamweight Bout,6,3,-13,0,-1,-14,2,0,-11,-2,0,0,-5,0,0,3.283333333,12,4,4,-5,-1,0,5,2,4,-2,0,-1,2,-1,0,0.833333333,20,2,-5,-2,-7,-2,4,0,-5,0,0,0,2,0,0,2.733333333,-22,-3,16,23,-4,9,11,20,-4,0,0,0,-2,0,0,-1.55,17,3,11,-1,0,7,4,9,2,0,0,0,1,0,0,1.65
Rose Namajunas,Carla Esparza,0,1,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Brad Frank 47 - 48. Rick Winter 46 - 49. Eric Colon 48 - 47.,UFC Women's Strawweight Title Bout,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1,-7,2,-1,-2,-1,0,0,0,0,-1,0,0,0,0,0,2,2,3,-1,0,3,-1,0,0,0,-3,0,0,-0.033333333,1,0,-7,-4,-1,-5,-1,-8,1,0,0,-1,0,0,0,-0.1,0,0,8,0,5,5,-2,8,0,0,0,1,-2,0,0,0.133333333
Rob Font,Marlon Vera,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 47 - 48. Sal D'amato 46 - 49. Junichiro Kamijo 46 - 49.,Bantamweight Bout,0,0,31,23,33,7,-9,26,5,0,0,0,0,0,0,0,-3,0,24,21,19,5,0,26,3,-5,-1,0,1,0,0,-0.383333333,-2,0,34,18,24,8,2,45,-1,-10,-1,1,0,0,0,-0.25,2,2,-8,-10,-6,-3,1,-8,0,0,0,0,0,0,0,0,0,0,17,32,15,4,-2,14,3,0,0,0,0,0,0,0
Vicente Luque,Belal Muhammad,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Sal D'amato 46 - 49. Chris Lee 47 - 48.,Welterweight Bout,-16,-6,5,-1,3,-2,4,4,0,1,0,-1,0,0,0,-1.4,-5,-5,-1,6,-9,0,8,0,0,-1,0,-1,0,0,0,-1.266666667,-9,-6,15,10,10,3,2,13,1,1,0,-1,-2,0,0,-1.35,0,-1,9,7,8,0,1,9,0,0,0,0,0,0,0,-0.3,-1,-5,-2,0,-6,0,4,0,-2,0,0,-1,-3,0,0,-1.366666667
Aljamain Sterling,Petr Yan,1,0,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Sal D'amato 47 - 48. Chris Lee 48 - 47. Eliseo Rodriguez 47 - 48.,UFC Bantamweight Title Bout,1,0,6,8,-2,7,1,7,-1,0,0,0,2,0,0,0,8,-1,13,11,13,0,0,0,-1,14,0,1,1,0,0,3.833333333,-10,3,-2,0,0,2,-4,-3,0,1,0,1,3,0,0,3.6,-1,0,-4,-4,-4,2,-2,-4,0,0,0,0,-6,0,0,-0.966666667,-16,-3,-8,-6,-6,-2,0,-5,1,-4,0,0,10,0,0,-0.933333333
Thiago Santos,Magomed Ankalaev,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Derek Cleary 46 - 49. Sal D'amato 46 - 49. Mike Bell 47 - 48.,Light Heavyweight Bout,0,0,2,-4,-3,-1,6,2,0,0,0,0,0,0,0,0,3,0,0,4,1,-3,2,-1,-1,2,1,0,0,0,0,0.283333333,0,0,-1,0,-5,-3,7,0,-1,0,0,0,0,0,0,0,-6,-1,3,10,3,2,-2,4,-1,0,0,0,0,0,0,0,-9,1,-8,6,-3,-8,3,0,-8,0,0,0,-1,0,0,-2.65
Colby Covington,Jorge Masvidal,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Junichiro Kamijo 46 - 49. Derek Cleary 44 - 50. Sal D'amato 45 - 50.,Welterweight Bout,16,4,1,0,3,2,-4,-1,2,0,0,3,2,0,0,3.533333333,0,-1,-11,6,-2,-2,-7,-5,-6,0,0,0,2,0,1,1,30,4,13,15,13,3,-3,-1,-1,15,0,1,1,1,0,4.566666667,-48,-3,20,27,19,1,0,28,2,-10,0,-2,4,0,0,-2.35,51,3,12,5,12,0,0,3,-1,10,0,2,0,0,0,4.566666667
Rafael Dos Anjos,Renato Moicano,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Chris Lee 44 - 50. Mike Bell 44 - 49. Ron McCarthy 45 - 49.,Catch Weight Bout,6,1,12,-1,11,2,-1,0,-1,13,0,2,-2,0,0,2.7,5,0,12,6,7,6,-1,3,2,7,0,1,5,0,0,2.733333333,11,1,25,34,20,3,2,2,0,23,1,0,1,0,0,3.083333333,5,0,-16,-21,-15,1,-2,-30,-1,15,0,0,-3,0,0,3.416666667,0,0,2,4,-1,0,3,3,-1,0,0,1,3,0,0,0.466666667
Israel Adesanya,Robert Whittaker,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Jacob Montalvo 47 - 48. Doug Crosby 47 - 48. Mike Beltran 46 - 49.,UFC Middleweight Title Bout,0,0,9,4,0,3,6,9,0,0,1,0,-2,0,0,0,3,0,4,4,2,-3,5,4,0,0,0,-1,0,0,0,-0.866666667,0,0,5,0,2,2,1,4,1,0,0,-1,-1,0,0,-0.5,-11,0,2,15,-1,3,0,3,-1,0,0,0,0,0,0,0,4,0,3,0,-2,2,3,4,-1,0,0,-1,-3,0,0,-1.633333333
Jack Hermansson,Sean Strickland,0,1,Decision - Split,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49. Sal D'amato 48 - 47. Junichiro Kamijo 46 - 49.,Middleweight Bout,-2,0,4,-8,-15,8,11,5,-1,0,0,0,2,0,0,0,0,0,0,-7,-19,5,14,-1,1,0,0,0,2,0,0,0,0,0,-1,17,-18,4,13,-1,0,0,0,0,1,0,0,0,0,0,1,-6,1,-3,3,0,1,0,0,0,-1,0,0,0.083333333,-3,0,-12,19,-27,12,3,-12,0,0,0,0,2,0,0,0.216666667
Francis Ngannou,Ciryl Gane,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49. Ron McCarthy 47 - 48. Derek Cleary 47 - 48.,UFC Heavyweight Title Bout,-7,0,-3,14,-1,-1,-1,-2,-1,0,0,0,-2,0,0,-0.416666667,0,0,-9,3,-3,0,-6,-10,1,0,0,0,0,0,0,0.216666667,5,0,3,8,1,4,-2,1,0,2,0,2,1,-1,0,0.8,0,1,2,-2,-2,4,0,1,0,1,0,2,0,0,-1,0.216666667,8,3,-2,3,-1,-3,2,-2,0,0,0,-1,0,-2,1,2.083333333
Brandon Moreno,Deiveson Figueiredo,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Chris Crail 47 - 48. Wade Vierra 47 - 48. Mike Bell 47 - 48.,UFC Flyweight Title Bout,-2,0,-5,16,3,-3,-5,-2,-2,-1,0,-1,-2,0,0,-0.8,0,0,9,19,12,0,-3,9,0,0,0,0,-3,0,0,0,0,0,7,15,9,-1,-1,8,-1,0,-2,-1,0,0,0,-0.35,0,0,-1,-6,-5,3,1,1,-2,0,0,-1,0,0,0,-0.266666667,-2,0,3,9,0,3,0,1,2,0,-1,1,-2,0,0,0.266666667
Calvin Kattar,Giga Chikadze,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Derek Cleary 45 - 50. Sal D'amato 45 - 50. Chris Lee 44 - 50.,Featherweight Bout,12,3,-4,-8,-2,-2,0,-5,0,1,0,1,0,1,0,3.166666667,0,0,-10,-8,-4,-6,0,-15,2,3,0,1,1,0,0,0.133333333,0,0,3,17,4,2,-3,3,0,0,0,0,1,0,0,0.133333333,0,0,-15,-8,-13,-2,0,-12,0,-3,-1,0,3,0,0,-0.05,0,0,19,14,23,-5,1,16,0,3,1,0,0,0,0,0.083333333
Rob Font,Jose Aldo,0,1,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Derek Cleary 45 - 50. Junichiro Kamijo 45 - 50. Sal D'amato 46 - 49.,Bantamweight Bout,0,0,10,39,2,8,0,13,0,-3,-1,1,1,0,0,0.683333333,0,0,25,13,8,5,12,25,0,0,0,0,1,0,0,0,7,0,25,10,24,6,-5,24,2,-1,0,0,1,0,0,-2.166666667,0,-1,-8,-14,-3,-5,0,-12,-4,8,0,0,0,0,0,-1.3,15,1,3,11,0,3,0,1,4,-2,0,0,0,-1,0,-0.9
Ketlen Vieira,Miesha Tate,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 47 - 48. Sal D'amato 47 - 48. Junichiro Kamijo 46 - 49.,Women's Bantamweight Bout,1,2,1,-1,4,-3,0,0,1,0,0,0,1,0,0,-0.866666667,0,0,8,-8,10,-4,2,8,0,0,0,0,-2,0,0,0,6,0,-4,2,14,-13,-5,-1,-3,0,0,0,-1,0,0,-0.433333333,29,5,-10,-20,-9,-1,0,-13,3,0,0,0,0,0,0,0.033333333,-4,0,-3,3,7,-9,-1,-3,0,0,0,0,-1,0,0,0
Max Holloway,Yair Rodriguez,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 46 - 49. Derek Cleary 47 - 48. Ron McCarthy 47 - 48.,Featherweight Bout,3,1,1,-23,4,1,-4,3,0,-2,0,1,-2,0,0,-0.483333333,0,0,16,10,14,18,-16,15,1,0,0,0,0,0,0,0.416666667,8,4,18,1,12,9,-3,1,3,14,0,0,1,0,0,2.95,4,1,-10,-7,-15,2,3,-7,-8,5,0,1,0,1,0,1.1,-19,0,17,-1,16,4,-3,7,9,1,0,0,-1,0,-1,0.5
Kamaru Usman,Colby Covington,1,0,Decision - Unanimous,5,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Sal D'amato 47 - 48. Dave Tirelli 47 - 48. Derek Cleary 46 - 49.,UFC Welterweight Title Bout,5,0,4,-8,4,1,-1,2,0,2,0,1,-1,0,0,0.366666667,14,0,17,7,9,10,-2,9,0,8,2,0,-2,0,0,-0.433333333,5,5,2,0,3,-1,0,2,0,0,0,0,-4,0,0,0.183333333,-7,-1,-1,20,3,-4,0,0,-1,0,0,0,0,0,0,-0.383333333,3,-1,3,-6,-4,7,0,2,1,0,0,0,-2,0,0,-0.333333333
